timestamps,TP9,AF7,AF8,TP10,Right AUX
1742813899.499,-24.902,-48.340,-83.496,11.719,0.000
1742813899.502,-12.207,-34.180,-117.188,-83.008,0.000
1742813899.506,-3.418,-8.789,-134.277,-81.543,0.000
1742813899.510,-30.273,-29.297,-95.215,-20.020,0.000
1742813899.514,-0.977,-27.344,-99.609,-31.738,0.000
1742813899.518,1.953,-21.484,-93.750,14.160,0.000
1742813899.522,-1.465,-31.250,-70.801,17.090,0.000
1742813899.526,6.836,-27.832,-67.383,-17.578,0.000
1742813899.530,-9.766,-30.273,-64.453,-18.066,0.000
1742813899.534,-52.734,-29.785,-37.598,-37.598,0.000
1742813899.538,-34.668,-47.852,-39.062,-44.922,0.000
1742813899.542,32.715,-56.641,-40.527,-54.199,0.000
1742813899.545,0.488,-6.348,-65.918,-34.668,0.000
1742813899.549,-43.457,-16.113,-54.199,43.945,0.000
1742813899.553,-9.277,-42.480,-50.293,8.301,0.000
1742813899.557,-34.668,-14.648,-67.871,0.488,0.000
1742813899.561,-17.578,-27.344,-63.965,-22.461,0.000
1742813899.565,12.207,-29.785,-59.082,-76.660,0.000
1742813899.569,-9.766,-21.484,-43.945,21.973,0.000
1742813899.573,-12.695,-33.691,-66.406,-76.660,0.000
1742813899.577,-18.066,-15.137,-56.152,7.324,0.000
1742813899.581,-16.113,-19.043,-18.066,44.434,0.000
1742813899.584,-9.277,-22.949,-34.180,-96.680,0.000
1742813899.588,-50.293,-20.996,-40.527,-57.129,0.000
1742813899.592,-1.953,-32.715,-22.461,15.137,0.000
1742813899.596,8.301,-24.414,-26.367,-39.551,0.000
1742813899.600,-15.137,-18.555,-25.391,-10.742,0.000
1742813899.604,-8.789,-23.438,-28.320,-48.340,0.000
1742813899.608,-61.523,-22.949,-46.875,-83.008,0.000
1742813899.612,-49.316,-12.207,-68.359,-35.156,0.000
1742813899.616,-29.297,-23.926,-42.480,6.348,0.000
1742813899.620,-42.969,-25.879,-46.387,-46.387,0.000
1742813899.624,-16.602,-11.719,-56.641,-42.969,0.000
1742813899.627,-18.066,-22.949,-45.898,1.465,0.000
1742813899.631,-83.496,-31.738,-62.012,-172.852,0.000
1742813899.635,-114.258,-25.391,-69.824,-166.992,0.000
1742813899.639,-56.641,-32.715,-64.941,4.883,0.000
1742813899.643,-10.742,-23.438,-70.801,11.230,0.000
1742813899.647,-15.137,-41.504,-65.918,18.555,0.000
1742813899.651,-41.504,-30.273,-69.824,-27.832,0.000
1742813899.655,-35.645,-21.973,-67.383,-63.965,0.000
1742813899.659,-38.574,-33.203,-77.148,-22.949,0.000
1742813899.663,-37.598,-34.180,-81.543,17.578,0.000
1742813899.667,-39.062,-33.691,-104.980,-120.117,0.000
1742813899.670,-49.316,-26.855,-90.332,-152.832,0.000
1742813899.674,-36.621,-44.434,-81.055,-62.988,0.000
1742813899.678,-51.758,-30.273,-123.535,-36.133,0.000
1742813899.682,-60.059,-19.531,-131.836,-56.152,0.000
1742813899.686,7.812,-40.039,-113.770,-20.996,0.000
1742813899.690,-25.391,-24.414,-141.113,-19.043,0.000
1742813899.694,-67.383,-4.395,-170.410,-43.457,0.000
1742813899.698,1.953,-7.812,-183.105,-24.414,0.000
1742813899.702,46.387,-42.969,-190.918,-26.367,0.000
1742813899.706,-13.184,-43.457,-213.867,-48.340,0.000
1742813899.709,-19.531,-23.438,-225.098,32.227,0.000
1742813899.713,29.297,-17.090,-234.863,30.762,0.000
1742813899.717,-3.418,-29.785,-233.887,-39.551,0.000
1742813899.721,-54.688,-18.555,-223.633,6.348,0.000
1742813899.725,-46.387,0.488,-235.840,-26.855,0.000
1742813899.729,-48.340,-35.156,-222.168,-114.258,0.000
1742813899.733,-75.195,-10.254,-215.820,8.301,0.000
1742813899.737,-47.363,-5.371,-222.656,-16.602,0.000
1742813899.741,-21.973,-21.973,-196.289,11.719,0.000
1742813899.745,-67.383,-14.160,-219.238,-33.203,0.000
1742813899.749,-44.434,-31.250,-225.098,-63.477,0.000
1742813899.752,40.039,-29.297,-171.875,101.074,0.000
1742813899.756,17.578,-23.438,-159.180,1.465,0.000
1742813899.760,-24.902,-2.441,-151.855,-102.539,0.000
1742813899.764,-44.922,10.742,-145.508,-57.617,0.000
1742813899.768,25.879,-44.922,-112.793,67.383,0.000
1742813899.772,70.801,-37.598,-77.148,168.945,0.000
1742813899.776,33.203,-32.227,-72.266,109.863,0.000
1742813899.780,0.977,-41.016,-79.102,8.301,0.000
1742813899.784,-49.805,-21.484,-103.027,-156.738,0.000
1742813899.788,-25.391,-22.949,-89.844,-116.211,0.000
1742813899.792,-14.648,-35.645,-77.637,-57.617,0.000
1742813899.795,-70.801,-27.344,-107.910,-202.148,0.000
1742813899.799,10.254,-21.973,-110.840,-18.555,0.000
1742813899.803,38.086,-22.949,-93.750,53.711,0.000
1742813899.807,14.648,-32.227,-69.336,56.641,0.000
1742813899.811,-29.785,-41.504,-58.594,20.020,0.000
1742813899.815,-43.457,-37.598,-66.895,-1.953,0.000
1742813899.819,-2.930,-36.621,-65.430,58.105,0.000
1742813899.823,-3.418,-38.086,-76.660,30.762,0.000
1742813899.827,-17.090,-24.902,-93.262,-29.785,0.000
1742813899.831,-42.969,-12.207,-96.680,-59.082,0.000
1742813899.834,-42.480,-13.672,-82.520,7.324,0.000
1742813899.838,-29.297,-36.621,-73.242,0.977,0.000
1742813899.842,-20.508,-27.832,-75.195,-31.250,0.000
1742813899.846,-25.879,-24.414,-73.242,-6.836,0.000
1742813899.850,-47.852,-38.574,-50.781,-9.277,0.000
1742813899.854,-20.508,-37.109,-54.199,-72.754,0.000
1742813899.858,-47.852,-34.180,-85.938,-92.285,0.000
1742813899.862,-26.855,-31.738,-69.336,-36.133,0.000
1742813899.866,22.461,-31.738,-32.227,15.625,0.000
1742813899.870,-0.977,-38.086,-40.039,6.348,0.000
1742813899.874,-35.645,-39.062,-46.387,-30.273,0.000
1742813899.877,-27.832,-37.109,-22.949,-23.926,0.000
1742813899.881,-11.719,-26.855,-19.531,-27.344,0.000
1742813899.885,-29.297,-25.879,-32.227,-45.898,0.000
1742813899.889,-39.062,-27.832,-39.551,-51.270,0.000
1742813899.893,-42.480,-24.414,-31.250,-52.246,0.000
1742813899.897,-44.922,-26.367,-32.715,-53.223,0.000
1742813899.901,-34.668,-29.785,-45.898,-50.293,0.000
1742813899.905,-24.414,-31.250,-59.082,-25.879,0.000
1742813899.909,-21.484,-31.738,-45.898,-18.066,0.000
1742813899.913,-27.832,-31.738,-42.969,-38.086,0.000
1742813899.917,-36.133,-28.320,-58.594,-59.082,0.000
1742813899.920,-34.180,-26.367,-59.570,-44.434,0.000
1742813899.924,-15.137,-26.367,-63.477,-24.414,0.000
1742813899.928,-4.395,-26.855,-83.984,-5.859,0.000
1742813899.932,-22.461,-29.297,-92.773,-12.695,0.000
1742813899.936,-26.855,-25.879,-87.402,-26.855,0.000
1742813899.940,-15.625,-24.414,-89.844,-20.020,0.000
1742813899.944,-8.301,-23.926,-98.633,-4.883,0.000
1742813899.948,0.000,-22.461,-120.117,33.203,0.000
1742813899.952,-7.812,-16.602,-124.023,28.320,0.000
1742813899.956,-28.809,-15.625,-109.375,-26.367,0.000
1742813899.959,-24.414,-14.160,-132.324,-32.227,0.000
1742813899.963,-12.695,-15.625,-175.293,5.859,0.000
1742813899.967,-20.020,-23.926,-193.359,-31.738,0.000
1742813899.971,-29.297,-23.438,-193.848,-33.691,0.000
1742813899.975,-35.645,-20.020,-187.500,2.441,0.000
1742813899.979,-48.340,-28.320,-178.223,2.930,0.000
1742813899.983,-46.387,-25.391,-171.875,4.883,0.000
1742813899.987,-44.922,-22.949,-163.574,6.348,0.000
1742813899.991,-51.758,-20.996,-169.434,5.859,0.000
1742813899.995,-56.641,-21.973,-188.477,-21.484,0.000
1742813899.999,-58.594,-23.926,-166.016,-42.969,0.000
1742813900.002,-55.176,-25.879,-151.855,-26.367,0.000
1742813900.006,-51.758,-26.367,-160.645,-20.508,0.000
1742813900.010,-59.082,-26.855,-151.367,-22.461,0.000
1742813900.014,-71.777,-24.902,-138.184,-36.621,0.000
1742813900.018,-75.195,-21.484,-140.625,-50.293,0.000
1742813900.022,-73.730,-20.020,-143.066,-56.152,0.000
1742813900.026,-76.660,-21.484,-137.207,-61.523,0.000
1742813900.030,-79.102,-24.902,-136.719,-48.828,0.000
1742813900.034,-88.867,-31.250,-127.930,-53.223,0.000
1742813900.038,-90.820,-31.738,-118.652,-53.223,0.000
1742813900.041,-83.496,-32.715,-118.652,-41.992,0.000
1742813900.045,-72.754,-38.086,-107.422,-38.086,0.000
1742813900.049,-61.035,-33.691,-118.164,-23.438,0.000
1742813900.053,-65.430,-27.344,-128.418,-32.227,0.000
1742813900.057,-71.289,-24.414,-119.629,-34.668,0.000
1742813900.061,-63.965,-21.973,-112.793,-24.902,0.000
1742813900.065,-66.895,-26.367,-122.559,-35.645,0.000
1742813900.069,-65.430,-32.715,-126.465,-31.250,0.000
1742813900.073,-60.059,-33.203,-113.770,-25.391,0.000
1742813900.077,-61.523,-33.203,-105.957,-27.344,0.000
1742813900.081,-49.805,-31.738,-100.586,-10.254,0.000
1742813900.084,-36.621,-29.297,-125.977,0.000,0.000
1742813900.088,-31.250,-25.391,-132.812,-8.301,0.000
1742813900.092,-36.621,-22.461,-132.324,-20.020,0.000
1742813900.096,-50.781,-22.949,-170.410,-44.922,0.000
1742813900.100,-62.012,-28.320,-189.453,-35.645,0.000
1742813900.104,-57.617,-23.926,-186.035,-8.789,0.000
1742813900.108,-58.594,-21.973,-187.988,-13.184,0.000
1742813900.112,-61.523,-24.902,-187.988,-19.531,0.000
1742813900.116,-59.082,-22.461,-156.250,-20.996,0.000
1742813900.120,-54.688,-28.320,-129.395,-36.133,0.000
1742813900.124,-41.016,-24.414,-108.887,-36.621,0.000
1742813900.127,-32.227,-17.090,-100.586,-24.414,0.000
1742813900.131,-40.039,-24.902,-112.305,-27.832,0.000
1742813900.135,-51.758,-22.949,-89.844,-49.316,0.000
1742813900.139,-50.293,-18.066,-82.520,-36.133,0.000
1742813900.143,-44.434,-22.461,-107.910,-11.230,0.000
1742813900.147,-41.016,-20.996,-107.910,-6.348,0.000
1742813900.151,-40.039,-16.113,-91.309,-11.230,0.000
1742813900.155,-47.363,-14.160,-90.820,-26.367,0.000
1742813900.159,-60.059,-18.555,-101.562,-23.438,0.000
1742813900.163,-47.363,-23.438,-84.961,-18.555,0.000
1742813900.166,-32.715,-25.879,-44.922,-20.996,0.000
